city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Houlle,50.7961,2.1728,France,FR,Hauts-de-France,,1137,1137
La Brillanne,43.9267,5.8911,France,FR,Provence-Alpes-Côte d’Azur,,1137,1137
Hiersac,45.6686,0.0047,France,FR,Nouvelle-Aquitaine,,1137,1137
Margès,45.1469,5.0358,France,FR,Auvergne-Rhône-Alpes,,1137,1137
Sardieu,45.3692,5.2119,France,FR,Auvergne-Rhône-Alpes,,1137,1137
Saint-Cyr,46.7164,0.4536,France,FR,Nouvelle-Aquitaine,,1137,1137
Boiscommun,48.0367,2.3831,France,FR,Centre-Val de Loire,,1137,1137
Épéhy,50.0075,3.1286,France,FR,Hauts-de-France,,1137,1137
Noizay,47.4214,0.8917,France,FR,Centre-Val de Loire,,1137,1137
Plouëc-du-Trieux,48.6739,-3.1919,France,FR,Bretagne,,1137,1137
Toulon-sur-Allier,46.5178,3.3592,France,FR,Auvergne-Rhône-Alpes,,1137,1137
Charroux,46.1444,0.4036,France,FR,Nouvelle-Aquitaine,,1137,1137
Désaignes,44.9947,4.5169,France,FR,Auvergne-Rhône-Alpes,,1137,1137
Saint-Dyé-sur-Loire,47.6558,1.4886,France,FR,Centre-Val de Loire,,1136,1136
Ourville-en-Caux,49.7289,0.6056,France,FR,Normandie,,1136,1136
Azay-sur-Thouet,46.6250,-0.3503,France,FR,Nouvelle-Aquitaine,,1136,1136
Saint-Broladre,48.5867,-1.6567,France,FR,Bretagne,,1136,1136
Vatteville,49.5000,0.6833,France,FR,Normandie,,1136,1136
Beaumont-de-Pertuis,43.7375,5.6886,France,FR,Provence-Alpes-Côte d’Azur,,1136,1136
La Salvetat-sur-Agout,43.6008,2.7033,France,FR,Occitanie,,1136,1136
Beaufort,46.5733,5.4389,France,FR,Bourgogne-Franche-Comté,,1135,1135
Aubiac,44.1414,0.5608,France,FR,Nouvelle-Aquitaine,,1135,1135
Varennes-Saint-Sauveur,46.4822,5.2431,France,FR,Bourgogne-Franche-Comté,,1135,1135
Andel,48.4900,-2.5678,France,FR,Bretagne,,1134,1134
Achères-la-Forêt,48.3456,2.5650,France,FR,Île-de-France,,1134,1134
Hébécrevon,49.1261,-1.1664,France,FR,Normandie,,1134,1134
Arnac-Pompadour,45.3964,1.3811,France,FR,Nouvelle-Aquitaine,,1134,1134
Rauville-la-Bigot,49.5186,-1.6836,France,FR,Normandie,,1134,1134
Coulombiers,46.4847,0.1847,France,FR,Nouvelle-Aquitaine,,1134,1134
Saint-Vigor-d’Ymonville,49.4953,0.3608,France,FR,Normandie,,1134,1134
Chanzeaux,47.2639,-0.6439,France,FR,Pays de la Loire,,1134,1134
Marcillac,45.2689,-0.5228,France,FR,Nouvelle-Aquitaine,,1134,1134
Conca,41.7350,9.3333,France,FR,Corsica,,1134,1134
Berteaucourt-les-Dames,50.0467,2.1528,France,FR,Hauts-de-France,,1133,1133
Cercié,46.1197,4.6706,France,FR,Auvergne-Rhône-Alpes,,1133,1133
Mouleydier,44.8556,0.5958,France,FR,Nouvelle-Aquitaine,,1133,1133
Normanville,49.0797,1.1597,France,FR,Normandie,,1133,1133
Souprosse,43.7886,-0.7097,France,FR,Nouvelle-Aquitaine,,1133,1133
Mary-sur-Marne,49.0150,3.0289,France,FR,Île-de-France,,1132,1132
Cresserons,49.2878,-0.3547,France,FR,Normandie,,1132,1132
Ascoux,48.1286,2.2478,France,FR,Centre-Val de Loire,,1132,1132
Saint-Baudelle,48.2811,-0.6361,France,FR,Pays de la Loire,,1132,1132
Algolsheim,48.0058,7.5592,France,FR,Grand Est,,1132,1132
La Guierche,48.1142,0.1944,France,FR,Pays de la Loire,,1132,1132
Malintrat,45.8150,3.1861,France,FR,Auvergne-Rhône-Alpes,,1132,1132
Puyoô,43.5258,-0.9119,France,FR,Nouvelle-Aquitaine,,1132,1132
Orchamps,47.1483,5.6575,France,FR,Bourgogne-Franche-Comté,,1132,1132
Les Loges,49.6997,0.2831,France,FR,Normandie,,1132,1132
Courcy,49.3233,4.0025,France,FR,Grand Est,,1132,1132
Luzillat,45.9467,3.3900,France,FR,Auvergne-Rhône-Alpes,,1132,1132
Til-Châtel,47.5178,5.1744,France,FR,Bourgogne-Franche-Comté,,1132,1132
Corrèze,45.3725,1.8750,France,FR,Nouvelle-Aquitaine,,1132,1132
Noiron-sous-Gevrey,47.1936,5.0800,France,FR,Bourgogne-Franche-Comté,,1131,1131
Rouvres-en-Plaine,47.2386,5.1411,France,FR,Bourgogne-Franche-Comté,,1131,1131
Mont,43.4347,-0.6531,France,FR,Nouvelle-Aquitaine,,1131,1131
Bioule,44.0894,1.5386,France,FR,Occitanie,,1131,1131
Salaunes,44.9364,-0.8303,France,FR,Nouvelle-Aquitaine,,1131,1131
Jausiers,44.4178,6.7306,France,FR,Provence-Alpes-Côte d’Azur,,1131,1131
Jury,49.0697,6.2533,France,FR,Grand Est,,1130,1130
Servaville-Salmonville,49.4764,1.2714,France,FR,Normandie,,1130,1130
Saint-Blaise,43.8217,7.2375,France,FR,Provence-Alpes-Côte d’Azur,,1130,1130
Roulans,47.3164,6.2333,France,FR,Bourgogne-Franche-Comté,,1130,1130
Villeneuve-sur-Bellot,48.8631,3.3419,France,FR,Île-de-France,,1130,1130
Saint-Martin-de-Queyrières,44.8403,6.5853,France,FR,Provence-Alpes-Côte d’Azur,,1130,1130
Lumes,49.7353,4.7839,France,FR,Grand Est,,1129,1129
Puimisson,43.4400,3.2072,France,FR,Occitanie,,1129,1129
Gerde,43.0550,0.1672,France,FR,Occitanie,,1129,1129
Conchil-le-Temple,50.3675,1.6644,France,FR,Hauts-de-France,,1129,1129
Azille,43.2783,2.6592,France,FR,Occitanie,,1129,1129
Saint-Onen-la-Chapelle,48.1769,-2.1728,France,FR,Bretagne,,1129,1129
Sainte-Solange,47.1364,2.5500,France,FR,Centre-Val de Loire,,1129,1129
Saint-Sauves-d’Auvergne,45.6067,2.6878,France,FR,Auvergne-Rhône-Alpes,,1129,1129
Pierrefitte-Nestalas,42.9611,-0.0736,France,FR,Occitanie,,1128,1128
Lafox,44.1686,0.7011,France,FR,Nouvelle-Aquitaine,,1128,1128
Villeneuve-l’Archevêque,48.2356,3.5558,France,FR,Bourgogne-Franche-Comté,,1128,1128
Le Marillais,47.3586,-1.0733,France,FR,Pays de la Loire,,1128,1128
Entrechaux,44.2178,5.1381,France,FR,Provence-Alpes-Côte d’Azur,,1128,1128
Dompaire,48.2217,6.2222,France,FR,Grand Est,,1128,1128
Culhat,45.8625,3.3367,France,FR,Auvergne-Rhône-Alpes,,1128,1128
Saint-Josse,50.4678,1.6647,France,FR,Hauts-de-France,,1128,1128
Sammeron,48.9478,3.0819,France,FR,Île-de-France,,1127,1127
Lonrai,48.4600,0.0400,France,FR,Normandie,,1127,1127
Mercuès,44.4972,1.3856,France,FR,Occitanie,,1127,1127
Agnin,45.3400,4.8572,France,FR,Auvergne-Rhône-Alpes,,1127,1127
Attigny,49.4775,4.5775,France,FR,Grand Est,,1127,1127
Arbusigny,46.0917,6.2183,France,FR,Auvergne-Rhône-Alpes,,1127,1127
Blan,43.5269,2.0081,France,FR,Occitanie,,1127,1127
Le Sappey-en-Chartreuse,45.2625,5.7781,France,FR,Auvergne-Rhône-Alpes,,1127,1127
Saint-Simon,44.9631,2.4900,France,FR,Auvergne-Rhône-Alpes,,1127,1127
Valence-sur-Baïse,43.8822,0.3814,France,FR,Occitanie,,1127,1127
Hambye,48.9480,-1.2642,France,FR,Normandie,,1127,1127
Senozan,46.3942,4.8661,France,FR,Bourgogne-Franche-Comté,,1126,1126
Junas,43.7697,4.1228,France,FR,Occitanie,,1126,1126
Aveize,45.6825,4.4778,France,FR,Auvergne-Rhône-Alpes,,1126,1126
Saint-Gérand,48.1083,-2.8881,France,FR,Bretagne,,1126,1126
Auzebosc,49.5961,0.7269,France,FR,Normandie,,1125,1125
Wingersheim,48.7222,7.6358,France,FR,Grand Est,,1125,1125
Villiers-sur-Loir,47.8067,0.9942,France,FR,Centre-Val de Loire,,1125,1125
Saint-Martin-Lalande,43.2994,2.0194,France,FR,Occitanie,,1125,1125
Miélan,43.4297,0.3081,France,FR,Occitanie,,1125,1125
Favières,48.7642,2.7747,France,FR,Île-de-France,,1125,1125
Mison,44.2675,5.8592,France,FR,Provence-Alpes-Côte d’Azur,,1125,1125
Aspach,47.6428,7.2339,France,FR,Grand Est,,1124,1124
Moulle,50.7883,2.1783,France,FR,Hauts-de-France,,1124,1124
Régnié-Durette,46.1378,4.6414,France,FR,Auvergne-Rhône-Alpes,,1124,1124
Villandry,47.3394,0.5111,France,FR,Centre-Val de Loire,,1124,1124
Effiat,46.0400,3.2556,France,FR,Auvergne-Rhône-Alpes,,1124,1124
Poiroux,46.5047,-1.5347,France,FR,Pays de la Loire,,1124,1124
Entrecasteaux,43.5158,6.2419,France,FR,Provence-Alpes-Côte d’Azur,,1124,1124
Saint-Germain-les-Vergnes,45.2736,1.6350,France,FR,Nouvelle-Aquitaine,,1123,1123
Marsaneix,45.0986,0.7844,France,FR,Nouvelle-Aquitaine,,1123,1123
Peyriac-de-Mer,43.0872,2.9578,France,FR,Occitanie,,1123,1123
Saint-Géosmes,47.8319,5.3272,France,FR,Grand Est,,1123,1123
Matour,46.3072,4.4828,France,FR,Bourgogne-Franche-Comté,,1123,1123
Neuvéglise,44.9281,2.9833,France,FR,Auvergne-Rhône-Alpes,,1123,1123
Thun-Saint-Amand,50.4800,3.4589,France,FR,Hauts-de-France,,1122,1122
Hoffen,48.9297,7.9422,France,FR,Grand Est,,1122,1122
Lasalle,44.0464,3.8522,France,FR,Occitanie,,1122,1122
Livinhac-le-Haut,44.5914,2.2342,France,FR,Occitanie,,1122,1122
Petiville,49.4603,0.5875,France,FR,Normandie,,1122,1122
Diges,47.7294,3.3981,France,FR,Bourgogne-Franche-Comté,,1122,1122
Bidos,43.1783,-0.6058,France,FR,Nouvelle-Aquitaine,,1121,1121
Rivière,50.2325,2.6894,France,FR,Hauts-de-France,,1121,1121
Chalabre,42.9839,2.0064,France,FR,Occitanie,,1121,1121
Corme-Écluse,45.6311,-0.8544,France,FR,Nouvelle-Aquitaine,,1121,1121
Ayron,46.6606,0.0769,France,FR,Nouvelle-Aquitaine,,1121,1121
Lonlay-l’Abbaye,48.6467,-0.7100,France,FR,Normandie,,1121,1121
Ouzouer-sur-Trézée,47.6728,2.8081,France,FR,Centre-Val de Loire,,1121,1121
Chierry,49.0389,3.4294,France,FR,Hauts-de-France,,1120,1120
Chabournay,46.7169,0.2575,France,FR,Nouvelle-Aquitaine,,1120,1120
Bressey-sur-Tille,47.3083,5.1831,France,FR,Bourgogne-Franche-Comté,,1120,1120
Saint-Pardoux-Isaac,44.6114,0.3731,France,FR,Nouvelle-Aquitaine,,1120,1120
Saint-Aubin-sur-Scie,49.8714,1.0703,France,FR,Normandie,,1120,1120
Mazerolles,43.4492,-0.4697,France,FR,Nouvelle-Aquitaine,,1120,1120
Saint-Denis-sur-Sarthon,48.4567,-0.0508,France,FR,Normandie,,1120,1120
Pezou,47.8661,1.1428,France,FR,Centre-Val de Loire,,1120,1120
Cajarc,44.4856,1.8428,France,FR,Occitanie,,1120,1120
Ponchon,49.3467,2.1950,France,FR,Hauts-de-France,,1119,1119
Courlaoux,46.6675,5.4617,France,FR,Bourgogne-Franche-Comté,,1119,1119
Saint-Christophe-sur-le-Nais,47.6164,0.4758,France,FR,Centre-Val de Loire,,1119,1119
Bressolles,46.5308,3.3167,France,FR,Auvergne-Rhône-Alpes,,1119,1119
Saillagouse,42.4600,2.0397,France,FR,Occitanie,,1118,1118
Poncins,45.7281,4.1625,France,FR,Auvergne-Rhône-Alpes,,1118,1118
Prat,48.6769,-3.2975,France,FR,Bretagne,,1118,1118
Le Petit Bornand les Glières,46.0006,6.3967,France,FR,Auvergne-Rhône-Alpes,,1118,1118
Saint-Aubin-Celloville,49.3639,1.1589,France,FR,Normandie,,1117,1117
Couchey,47.2606,4.9814,France,FR,Bourgogne-Franche-Comté,,1117,1117
Saint-Caradec,48.1908,-2.8492,France,FR,Bretagne,,1117,1117
Chuisnes,48.4472,1.2078,France,FR,Centre-Val de Loire,,1117,1117
Tercé,46.5167,0.5639,France,FR,Nouvelle-Aquitaine,,1117,1117
Tour-en-Sologne,47.5389,1.5000,France,FR,Centre-Val de Loire,,1117,1117
Chapdes-Beaufort,45.8928,2.8636,France,FR,Auvergne-Rhône-Alpes,,1117,1117
Juillac,45.3181,1.3225,France,FR,Nouvelle-Aquitaine,,1117,1117
Marconnelle,50.3739,2.0161,France,FR,Hauts-de-France,,1116,1116
Villorceau,47.8003,1.5978,France,FR,Centre-Val de Loire,,1116,1116
Mont-sur-Meurthe,48.5550,6.4428,France,FR,Grand Est,,1116,1116
Thusy,45.9475,5.9489,France,FR,Auvergne-Rhône-Alpes,,1116,1116
Castellar,43.8036,7.4967,France,FR,Provence-Alpes-Côte d’Azur,,1116,1116
Jeanménil,48.3353,6.6878,France,FR,Grand Est,,1116,1116
Quéménéven,48.1161,-4.1200,France,FR,Bretagne,,1116,1116
Couiza,42.9428,2.2561,France,FR,Occitanie,,1115,1115
Toussieux,45.9606,4.8286,France,FR,Auvergne-Rhône-Alpes,,1114,1114
Solgne,48.9664,6.2953,France,FR,Grand Est,,1114,1114
Pouzac,43.0861,0.1353,France,FR,Occitanie,,1114,1114
Chaudenay,46.9147,4.7925,France,FR,Bourgogne-Franche-Comté,,1114,1114
Les Artigues-de-Lussac,44.9717,-0.1394,France,FR,Nouvelle-Aquitaine,,1114,1114
Port-de-Lanne,43.5647,-1.1789,France,FR,Nouvelle-Aquitaine,,1114,1114
Saint-Rémy,46.3703,-0.5267,France,FR,Nouvelle-Aquitaine,,1114,1114
Bernos-Beaulac,44.3800,-0.2583,France,FR,Nouvelle-Aquitaine,,1114,1114
Neuvy-sur-Barangeon,47.3156,2.2539,France,FR,Centre-Val de Loire,,1114,1114
Aslonnes,46.4436,0.3344,France,FR,Nouvelle-Aquitaine,,1114,1114
Yquelon,48.8481,-1.5558,France,FR,Normandie,,1113,1113
Saint-Sauveur-sur-École,48.4967,2.5481,France,FR,Île-de-France,,1113,1113
La Vaupalière,49.4878,0.9950,France,FR,Normandie,,1113,1113
Loupiac,44.6278,-0.2981,France,FR,Nouvelle-Aquitaine,,1113,1113
Saubusse,43.6572,-1.1867,France,FR,Nouvelle-Aquitaine,,1113,1113
Villefargeau,47.7825,3.5042,France,FR,Bourgogne-Franche-Comté,,1113,1113
Montaut,43.1300,-0.2003,France,FR,Nouvelle-Aquitaine,,1113,1113
Soultzeren,48.0625,7.1025,France,FR,Grand Est,,1113,1113
Anglefort,45.9122,5.8089,France,FR,Auvergne-Rhône-Alpes,,1113,1113
Chérac,45.7033,-0.4375,France,FR,Nouvelle-Aquitaine,,1113,1113
Lalevade-d’Ardèche,44.6478,4.3231,France,FR,Auvergne-Rhône-Alpes,,1112,1112
Bobital,48.4133,-2.1031,France,FR,Bretagne,,1112,1112
Luzancy,48.9731,3.1875,France,FR,Île-de-France,,1112,1112
Senouillac,43.9417,1.9503,France,FR,Occitanie,,1112,1112
Quaëdypre,50.9356,2.4544,France,FR,Hauts-de-France,,1112,1112
Clérey,48.2089,4.1903,France,FR,Grand Est,,1112,1112
Joze,45.8631,3.3022,France,FR,Auvergne-Rhône-Alpes,,1112,1112
La Garde-Adhémar,44.3928,4.7542,France,FR,Auvergne-Rhône-Alpes,,1112,1112
Larchamp,48.3619,-0.9986,France,FR,Pays de la Loire,,1112,1112
La Roche-Derrien,48.7464,-3.2600,France,FR,Bretagne,,1111,1111
Raedersheim,47.8883,7.2814,France,FR,Grand Est,,1111,1111
Beauvoir-de-Marc,45.5186,5.0792,France,FR,Auvergne-Rhône-Alpes,,1111,1111
Cézy,47.9922,3.3406,France,FR,Bourgogne-Franche-Comté,,1111,1111
Wargnies-le-Grand,50.3081,3.6603,France,FR,Hauts-de-France,,1110,1110
Saint-Perreux,47.6692,-2.1081,France,FR,Bretagne,,1110,1110
Fleury-la-Vallée,47.8672,3.4494,France,FR,Bourgogne-Franche-Comté,,1110,1110
Saint-Ségal,48.2411,-4.0672,France,FR,Bretagne,,1110,1110
La Flamengrie,50.0039,3.9203,France,FR,Hauts-de-France,,1110,1110
Mazet-Saint-Voy,45.0469,4.2442,France,FR,Auvergne-Rhône-Alpes,,1110,1110
Ognes,49.6108,3.1942,France,FR,Hauts-de-France,,1109,1109
Saint-Rémy-du-Nord,50.2322,3.9056,France,FR,Hauts-de-France,,1108,1108
Estivareilles,46.4253,2.6186,France,FR,Auvergne-Rhône-Alpes,,1108,1108
Saint-Sauveur-de-Montagut,44.8214,4.5797,France,FR,Auvergne-Rhône-Alpes,,1108,1108
Jourgnac,45.7192,1.2144,France,FR,Nouvelle-Aquitaine,,1108,1108
La Croix-Saint-Leufroy,49.1092,1.2433,France,FR,Normandie,,1108,1108
Viennay,46.6906,-0.2433,France,FR,Nouvelle-Aquitaine,,1108,1108
Neuwiller-lès-Saverne,48.8231,7.4011,France,FR,Grand Est,,1108,1108
Le Sel-de-Bretagne,47.8958,-1.6106,France,FR,Bretagne,,1107,1107
Coat-Méal,48.5075,-4.5439,France,FR,Bretagne,,1107,1107
Virieu-le-Grand,45.8492,5.6517,France,FR,Auvergne-Rhône-Alpes,,1107,1107
Saint-Barthélemy,47.7492,6.5881,France,FR,Bourgogne-Franche-Comté,,1107,1107
Escatalens,43.9850,1.1889,France,FR,Occitanie,,1107,1107
Estrées,50.3003,3.0697,France,FR,Hauts-de-France,,1106,1106
Crouy-en-Thelle,49.2153,2.3222,France,FR,Hauts-de-France,,1106,1106
Rosoy,48.1506,3.3119,France,FR,Bourgogne-Franche-Comté,,1106,1106
Servins,50.4086,2.6378,France,FR,Hauts-de-France,,1106,1106
Palluau,46.8050,-1.6197,France,FR,Pays de la Loire,,1106,1106
Sagy,49.0503,1.9519,France,FR,Île-de-France,,1106,1106
Vieux Rompon,44.7614,4.7233,France,FR,Auvergne-Rhône-Alpes,,1106,1106
Sourzac,45.0489,0.3958,France,FR,Nouvelle-Aquitaine,,1106,1106
Saint-André-de-Lidon,45.5994,-0.7486,France,FR,Nouvelle-Aquitaine,,1106,1106
Ajain,46.2075,1.9986,France,FR,Nouvelle-Aquitaine,,1106,1106
Freigné,47.5486,-1.1222,France,FR,Pays de la Loire,,1106,1106
Dun-le-Palestel,46.3053,1.6661,France,FR,Nouvelle-Aquitaine,,1105,1105
Saint-Omer-Capelle,50.9392,2.1008,France,FR,Hauts-de-France,,1105,1105
Tesson,45.6319,-0.6531,France,FR,Nouvelle-Aquitaine,,1105,1105
Montours,48.4428,-1.3089,France,FR,Bretagne,,1105,1105
Villemaréchal,48.2675,2.8683,France,FR,Île-de-France,,1105,1105
Champigny-le-Sec,46.7153,0.1547,France,FR,Nouvelle-Aquitaine,,1105,1105
Conquereuil,47.6244,-1.7514,France,FR,Pays de la Loire,,1105,1105
Montmacq,49.4811,2.9017,France,FR,Hauts-de-France,,1104,1104
Virignin,45.7172,5.7131,France,FR,Auvergne-Rhône-Alpes,,1104,1104
Rochetoirin,45.5817,5.4181,France,FR,Auvergne-Rhône-Alpes,,1104,1104
Saint-Gonnery,48.1239,-2.8197,France,FR,Bretagne,,1104,1104
Candas,50.1075,2.2594,France,FR,Hauts-de-France,,1104,1104
Saint-Romain-Lachalm,45.2661,4.3342,France,FR,Auvergne-Rhône-Alpes,,1104,1104
Villiers-Charlemagne,47.9222,-0.6764,France,FR,Pays de la Loire,,1104,1104
Méral,47.9606,-0.9806,France,FR,Pays de la Loire,,1104,1104
Châtenoy-en-Bresse,46.7917,4.9133,France,FR,Bourgogne-Franche-Comté,,1103,1103
Merpins,45.6747,-0.3569,France,FR,Nouvelle-Aquitaine,,1103,1103
Capdenac,44.5808,2.0692,France,FR,Occitanie,,1103,1103
Berd’huis,48.3453,0.7458,France,FR,Normandie,,1103,1103
Saint-Trivier-de-Courtes,46.4597,5.0814,France,FR,Auvergne-Rhône-Alpes,,1103,1103
Chissay-en-Touraine,47.3372,1.1331,France,FR,Centre-Val de Loire,,1103,1103
Arinthod,46.3931,5.5667,France,FR,Bourgogne-Franche-Comté,,1103,1103
Goudargues,44.2156,4.4658,France,FR,Occitanie,,1103,1103
Châtres-sur-Cher,47.2650,1.9061,France,FR,Centre-Val de Loire,,1103,1103
Brigueuil,45.9531,0.8603,France,FR,Nouvelle-Aquitaine,,1103,1103
Chevru,48.7356,3.1950,France,FR,Île-de-France,,1102,1102
Saint-Martin-de-Valamas,44.9372,4.3686,France,FR,Auvergne-Rhône-Alpes,,1102,1102
Carcenac-Peyralès,44.2651,2.4227,France,FR,Occitanie,,1102,1102
Taillecourt,47.4967,6.8483,France,FR,Bourgogne-Franche-Comté,,1101,1101
Bonneuil-en-France,48.9744,2.4325,France,FR,Île-de-France,,1101,1101
Aviron,49.0597,1.1214,France,FR,Normandie,,1101,1101
Dom-le-Mesnil,49.6894,4.8072,France,FR,Grand Est,,1101,1101
Dammartin-sur-Tigeaux,48.8192,2.9197,France,FR,Île-de-France,,1101,1101
Saint-Maixent-sur-Vie,46.7403,-1.8211,France,FR,Pays de la Loire,,1101,1101
Espeluche,44.5161,4.8233,France,FR,Auvergne-Rhône-Alpes,,1101,1101
Saussay,48.8569,1.4086,France,FR,Centre-Val de Loire,,1100,1100
Tourville-la-Campagne,49.2267,0.9047,France,FR,Normandie,,1100,1100
Reilhac,44.9736,2.4211,France,FR,Auvergne-Rhône-Alpes,,1100,1100
Neuvilly,50.1419,3.5100,France,FR,Hauts-de-France,,1100,1100
Saint-Paul-Cap-de-Joux,43.6472,1.9758,France,FR,Occitanie,,1100,1100
Petit Noir,46.9372,5.3422,France,FR,Bourgogne-Franche-Comté,,1100,1100
Saint-Gondon,47.6989,2.5414,France,FR,Centre-Val de Loire,,1100,1100
La Poitevinière,47.2278,-0.8975,France,FR,Pays de la Loire,,1100,1100
Bazougers,48.0164,-0.5808,France,FR,Pays de la Loire,,1100,1100
Loisy-sur-Marne,48.7583,4.5450,France,FR,Grand Est,,1099,1099
La Réorthe,46.6069,-1.0497,France,FR,Pays de la Loire,,1099,1099
La Selle-sur-le-Bied,48.0647,2.8950,France,FR,Centre-Val de Loire,,1099,1099
Jumelles,47.4350,-0.1036,France,FR,Pays de la Loire,,1099,1099
Riedseltz,48.9933,7.9531,France,FR,Grand Est,,1098,1098
Saint-Clément-des-Levées,47.3308,-0.1847,France,FR,Pays de la Loire,,1098,1098
Saint-Sulpice-le-Verdon,46.8933,-1.4208,France,FR,Pays de la Loire,,1098,1098
Néant-sur-Yvel,48.0136,-2.3292,France,FR,Bretagne,,1098,1098
Charbonnières-les-Vieilles,45.9950,2.9983,France,FR,Auvergne-Rhône-Alpes,,1098,1098
Saint-Nicolas-de-Bourgueil,47.2844,0.1256,France,FR,Centre-Val de Loire,,1098,1098
Les Eyzies,44.9367,1.0181,France,FR,Nouvelle-Aquitaine,,1098,1098
La Chapelle-Réanville,49.0953,1.3772,France,FR,Normandie,,1097,1097
Cherrueix,48.6050,-1.7108,France,FR,Bretagne,,1097,1097
Chassors,45.7111,-0.2031,France,FR,Nouvelle-Aquitaine,,1097,1097
Magnac-Bourg,45.6172,1.4311,France,FR,Nouvelle-Aquitaine,,1097,1097
Sanssac-l’Église,45.0517,3.7789,France,FR,Auvergne-Rhône-Alpes,,1097,1097
Vermand,49.8781,3.1497,France,FR,Hauts-de-France,,1097,1097
Lanfains,48.3531,-2.9142,France,FR,Bretagne,,1097,1097
Asfeld,49.4689,4.1183,France,FR,Grand Est,,1097,1097
Goult,43.8633,5.2436,France,FR,Provence-Alpes-Côte d’Azur,,1097,1097
Pontgouin,48.4803,1.1611,France,FR,Centre-Val de Loire,,1097,1097
Gouézec,48.1697,-3.9728,France,FR,Bretagne,,1097,1097
Mont-de-Lans,45.0358,6.1289,France,FR,Auvergne-Rhône-Alpes,,1097,1097
Montpont-en-Bresse,46.5572,5.1642,France,FR,Bourgogne-Franche-Comté,,1097,1097
Sévignac,48.3331,-2.3389,France,FR,Bretagne,,1097,1097
San-Gavino-di-Carbini,41.7217,9.1478,France,FR,Corsica,,1097,1097
Crots,44.5336,6.4711,France,FR,Provence-Alpes-Côte d’Azur,,1097,1097
Hargarten-aux-Mines,49.2247,6.6086,France,FR,Grand Est,,1096,1096
Saint-Pierre-en-Val,50.0214,1.4469,France,FR,Normandie,,1096,1096
Angliers,46.2119,-0.9497,France,FR,Nouvelle-Aquitaine,,1096,1096
Stotzheim,48.3797,7.4914,France,FR,Grand Est,,1096,1096
Lagraulière,45.3528,1.6389,France,FR,Nouvelle-Aquitaine,,1096,1096
Roannes-Saint-Mary,44.8569,2.3906,France,FR,Auvergne-Rhône-Alpes,,1096,1096
Bellou-en-Houlme,48.6908,-0.4436,France,FR,Normandie,,1096,1096
Forcé,48.0333,-0.6997,France,FR,Pays de la Loire,,1095,1095
Eulmont,48.7506,6.2242,France,FR,Grand Est,,1095,1095
Thérouanne,50.6367,2.2589,France,FR,Hauts-de-France,,1095,1095
Willgottheim,48.6711,7.5103,France,FR,Grand Est,,1095,1095
Aubiet,43.6461,0.7836,France,FR,Occitanie,,1095,1095
Thiel-sur-Acolin,46.5233,3.5817,France,FR,Auvergne-Rhône-Alpes,,1095,1095
Houtaud,46.9156,6.3119,France,FR,Bourgogne-Franche-Comté,,1094,1094
Quevauvillers,49.8236,2.0839,France,FR,Hauts-de-France,,1094,1094
Montagnieu,45.5242,5.4525,France,FR,Auvergne-Rhône-Alpes,,1094,1094
Blyes,45.8469,5.2494,France,FR,Auvergne-Rhône-Alpes,,1094,1094
Meusnes,47.2503,1.4967,France,FR,Centre-Val de Loire,,1094,1094
Bertrichamps,48.4292,6.7939,France,FR,Grand Est,,1094,1094
Chamblet,46.3328,2.7025,France,FR,Auvergne-Rhône-Alpes,,1094,1094
Moyon,49.0008,-1.1186,France,FR,Normandie,,1094,1094
La Fouillade,44.2311,2.0419,France,FR,Occitanie,,1094,1094
Folligny,48.8239,-1.4114,France,FR,Normandie,,1093,1093
Bouilly,48.1961,3.9994,France,FR,Grand Est,,1093,1093
Bergholtz,47.9167,7.2461,France,FR,Grand Est,,1092,1092
Sainte-Gemme-Moronval,48.7381,1.4147,France,FR,Centre-Val de Loire,,1092,1092
Tilques,50.7775,2.2042,France,FR,Hauts-de-France,,1092,1092
Saint-Nizier-du-Moucherotte,45.1708,5.6303,France,FR,Auvergne-Rhône-Alpes,,1092,1092
Virieu,45.4856,5.4756,France,FR,Auvergne-Rhône-Alpes,,1092,1092
Charrais,46.7044,0.2225,France,FR,Nouvelle-Aquitaine,,1092,1092
Louvercy,49.1142,4.3078,France,FR,Grand Est,,1092,1092
Cazères-sur-l’Adour,43.7606,-0.3175,France,FR,Nouvelle-Aquitaine,,1092,1092
Ardon,47.7783,1.8739,France,FR,Centre-Val de Loire,,1092,1092
Machilly,46.2517,6.3314,France,FR,Auvergne-Rhône-Alpes,,1091,1091
Saint-Loup,45.8947,4.4894,France,FR,Auvergne-Rhône-Alpes,,1091,1091
Wailly,50.2464,2.7222,France,FR,Hauts-de-France,,1091,1091
Chantelle,46.2381,3.1531,France,FR,Auvergne-Rhône-Alpes,,1091,1091
La Frette,45.3906,5.3606,France,FR,Auvergne-Rhône-Alpes,,1091,1091
Seboncourt,49.9542,3.4794,France,FR,Hauts-de-France,,1091,1091
Alex,45.8889,6.2383,France,FR,Auvergne-Rhône-Alpes,,1091,1091
Caudecoste,44.1167,0.7367,France,FR,Nouvelle-Aquitaine,,1091,1091
Coutouvre,46.0728,4.2117,France,FR,Auvergne-Rhône-Alpes,,1091,1091
Saint-Sauveur-en-Rue,45.2694,4.4950,France,FR,Auvergne-Rhône-Alpes,,1091,1091
